original_index,original_text,text,augmentation_type,is_augmented,example_very_unclear,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
248,Yeah dude these guys are always blaming for everything like all of em waited until all of this shit felt apart but some honest people try to correct this garbage it should be so quickelection manifesto and those talking might be a bit over the reality but we should at least be happy what we got rnWe are seeing and feeling that they are working on itso why cant these cunts have some positivity towards themThis toxicity and this negativity is the main reason for this countries downfallඑකාට එකෙක් NA,Yeah duys aare Guys ARE ALWAYS BLAMING FORE EM WAIT FELT LYST TEOLD BE SO QUICKELECTION MANIICKELECTION MANIICKELECTION MANIICKELECTION MANIICKELECTION MANIICKELECTION MANIICKELECTION MANIUICKELECTION MANIICKELECTION MANIICKELECTION MIGHT BE SHOULD AT LEAST BE HAPPY WHY EREE WORKING TOWDS TheMTHI COUNDS TheMTHI COULDS THEMTHI COUNDS THEMTHI COUNDS THEMTHI COUNDS THEMTHI COULD IS THE MAIN REASON FOR THIS COUNTRIES DOWNFALL One NA,parallel_translation,TRUE,,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
270,They sell 10kg Soya Meat ගෝනි,ඔවුන් කිලෝ ග්රෑම් 10 ක සෝයා මස් ගෝනියක් විකුණති,back_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
270,They sell 10kg Soya Meat ගෝනි,They Sell 10kg soya meat sacks,parallel_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,මේව කියනකොට මාව මරං කන්න හදනවා,"ඔබ කියන විට, මම මාව මරන්න උත්සාහ කරනවා",back_translation,TRUE,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,මේව කියනකොට මාව මරං කන්න හදනවා,"When you say, I'm trying to kill me",parallel_translation,TRUE,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,How every single government fucks up royally how every මැක්කා in the political scene is unqualified and corrupt to hell how theres no real prospects for the country,සෑම වසරකම සෑම ඇක්වොල්ස් එකක්ම දේශපාලන ම නිවීම්වල හොවේ කෙසේද? සැබෑ අපේක්ෂාවන් සඳහා සැබෑ අපේක්ෂාවන් සඳහා සැබෑ අපේක්ෂාවන් සැබෑ සමෘද්ධිමත් වන්නේ සැබෑ අපේක්ෂාවන් සඳහා සැබෑ අපේක්ෂාවන් ඉදිරියෙන් ඇති සැබෑ අපේක්ෂාවන් සපුරාලයි,back_translation,TRUE,,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
280,How every single government fucks up royally how every මැක්කා in the political scene is unqualified and corrupt to hell how theres no real prospects for the country,HOW EVERY SINGLE GOOVERNMENT FUCKALLY HOWE FIOF IN THE POLITICAL SCNE IS THO REAL PROSPEES FOR THE REAL PROSPECTS FOR THE REAL PROSPECTS FOR THE REAL PROSPECTS FORE REAL PROSPECTS FOR THE REAL PROSPECTS FORE,parallel_translation,TRUE,,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
281,I got one thing to say අපි තමයි හොඳටම කරල තියෙන්නෙ,මම හොඳින් කරන බව කීමට මට එකක් තිබේ,back_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
281,I got one thing to say අපි තමයි හොඳටම කරල තියෙන්නෙ,I got one one to SAY we're doing well,parallel_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
282,ලිදේ ඉන්න මැඩියා වගේ,වේලාවක් මදය වගේ,back_translation,TRUE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,ලිදේ ඉන්න මැඩියා වගේ,Waita is like a mady,parallel_translation,TRUE,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,එච්චරයි මදි උනේ gifgiphyrxuBaRWz4sdUY,එය ප්රමාණවත් තරම් gifgiphyrwz4s4udy,back_translation,TRUE,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,එච්චරයි මදි උනේ gifgiphyrxuBaRWz4sdUY,That's not enough gifgiphyrwz4sduy,parallel_translation,TRUE,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,අපේ උන්ට පිස්සු,අපේ පිස්සු,back_translation,TRUE,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,අපේ උන්ට පිස්සු,Our they are crazy,parallel_translation,TRUE,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,If Politiccas see this will definitely tell ජපානෙත් පළතුරු ගනං ලංකාවේ පළතුරු ගනන් වැඩි කරේ ලාංකිකයන්ට ජපානේ ජීවත්වෙන අත්දැකීම දෙන්න,"ඇපීකෙස් දකින්නේ නම්, නිශ්චිතවම නිශ්චිතව කියන්න, ගාර්ඩ්රෝව කුරිකාව නිසා ගාස්තුවෙන් GARE ලබා දෙන්න",back_translation,TRUE,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
295,If Politiccas see this will definitely tell ජපානෙත් පළතුරු ගනං ලංකාවේ පළතුරු ගනන් වැඩි කරේ ලාංකිකයන්ට ජපානේ ජීවත්වෙන අත්දැකීම දෙන්න,If appliciccas SEE TELL DEFINITEELY TELL DEFINITEELY TELL GARD CURROUNTS GAME FROM GARDIFICATIONS GIVE THE JAY,parallel_translation,TRUE,,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
303,We pride ourselves on being game karoayo ගේම් කාරයෝ,ගේම් වේබියෝ ක්රීඩකයින් වීම ගැන අපි ආඩම්බර වෙමු,back_translation,TRUE,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
303,We pride ourselves on being game karoayo ගේම් කාරයෝ,WE PRIDE OURSELVES ON BEING GAME KARAYO GAMEERS,parallel_translation,TRUE,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
304,Just like in the Sinhala teledrama Koombiyo කූඹියෝ,සිංහල ටෙලි නාට්ය කොම්බි වල වගේ,back_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Just like in the Sinhala teledrama Koombiyo කූඹියෝ,JUST LIKE IN THE SINHALA TELDRAMA KOOMBIE,parallel_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Evaporated milk masala chai පැණි ආප්ප 4,වාෂ්ප වූ කිරි මසාලා චයි පැටියෝ 4,back_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
307,Evaporated milk masala chai පැණි ආප්ප 4,EVAPORATED MILK MASALA CHAI Honey 4,parallel_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
308,ආප්ප සීණි සම්බල් specially ජිනදාස තලගුලි ones 5,බුද්ධ සාගමනව සාගැල්වල සාග් විශේෂයෙන් ජිනදාස තලගුලි 5,back_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
308,ආප්ප සීණි සම්බල් specially ජිනදාස තලගුලි ones 5,Buddha Sagabally Sags Specially Jinadasa Thalaguli ones 5,parallel_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
323,Maybe its because I write exactly like that in the හෑලි format whenever I write an answer to something I know a bit of,සමහර විට හරියටම මම හරියටම ලියනවා මම හරියටම මම හරියටම ලියන්නේ මම ප්රින්ගාරයට පිළිතුරක් ලියන සෑම අවස්ථාවකම ටිකක් දනිමි,back_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
323,Maybe its because I write exactly like that in the හෑලි format whenever I write an answer to something I know a bit of,Maybe exactly i write exactly that in in in in.tmat whenever i write an an an answer to Sumething I know a bit of,parallel_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
325,This phrase combined with one of the ජන කතාවක්,මෙම වාක්ය ඛණ්ඩය එක් ජනතාවක් සමඟ ආලේප කර ඇත,back_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
325,This phrase combined with one of the ජන කතාවක්,This phrase coted with One of the people,parallel_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
327,Yeah Ive watched Julia too Totally forgot it was filmed in the UK Hes the villain in it as well But I actually liked the song Sarath Sande සරත් සදේ,"ඔව්, මම එහි වෙල්ලයින් ද, බූට්, සරත් සන්දී සරත් සරත් සරත් සන්දී වැසියෙමි",back_translation,TRUE,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,Yeah Ive watched Julia too Totally forgot it was filmed in the UK Hes the villain in it as well But I actually liked the song Sarath Sande සරත් සදේ,"YEAH I've WAS WAS WAS WAS WAS WELLAIN IN IT AS WELL BUTE I Actually Laket, the Sarath Sande Sarath Sarath Sande",parallel_translation,TRUE,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,Every single time they made me go from place to place ended up blaming me for being careless and that phones value was around 40k and they said they only track හොඳ ෆෝන් වර්ග,සෑම දිනෙකම නොසැලකිලිමත් ලෙස ප්ලබේ ඊඩ් ඊඩ් ඊඩී 40k අවසන් කර 40k සහ රීඩ් ගස් ධාවන පථය ටී,back_translation,TRUE,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
330,Every single time they made me go from place to place ended up blaming me for being careless and that phones value was around 40k and they said they only track හොඳ ෆෝන් වර්ග,EVERY SINGLE TIME MADE PLABE EDE EDE EDEE EDING CARELES AND THAT 40K and SAID TEID TIIDE TREE TRACK TEOKE,parallel_translation,TRUE,,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
334,ලෝකෙට පරකාසේ ගෙදරට මරගාතේ,ලෝකයේ වනාන්තරය,back_translation,TRUE,,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
334,ලෝකෙට පරකාසේ ගෙදරට මරගාතේ,Forest in the world,parallel_translation,TRUE,,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
336,So the phrase ලෝකෙට පරකාසේ ගෙදරට මරගාතේ does not apply to me at all,එබැවින් වාක්ය ඛණ්ඩය ලෝකයට වාක්ය ඛණ්ඩයේ සභාවට අදාළ නොවේ,back_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,So the phrase ලෝකෙට පරකාසේ ගෙදරට මරගාතේ does not apply to me at all,SO THE PHRASE does does not apply to the house in Phrase to the world,parallel_translation,TRUE,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Search about the name බල්ල මැරුණු හන්දිය,පිරිමි ළමයා ගැන සොයන්න පිරිමි ළමයා දොන් කාර්ය බුතයි,back_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
342,Search about the name බල්ල මැරුණු හන්දිය,SEARCH ABOUT THE NAME BOY HAVE DON BUSHIP,parallel_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
352,Insert country name apiඅපි or Sri Lankans in Insert country name or Insert country name kolloකොල්ලෝ,INSORT CONT API Api acertary Name Norce,back_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
352,Insert country name apiඅපි or Sri Lankans in Insert country name or Insert country name kolloකොල්ලෝ,Insort Count API Acertury Name Orcert COUNTRY NAME KOLLO COURY,parallel_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
355,Low IQ dictator syndrome බුලත් power temple run Nokia 1100 magic LGBTQ RGB 100 dB music festival Fast and Furious 69,අඩු IQ quictate Sentate සින්ඩ්රෝම් බුබුට් කෝවිල් කෝප්ට්ක් රබ්බට් රබ්බ් 100 ඩීබී සංගීත උළෙල වේගවත් හා කෝපාවිෂ්ට 69,back_translation,TRUE,,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,Low IQ dictator syndrome බුලත් power temple run Nokia 1100 magic LGBTQ RGB 100 dB music festival Fast and Furious 69,Low IQ Dictate Syndrome Betel Temple TEMPLE RUBBTQ RUBTQ RGB 100 DB Music Festival Festival Fast and Furious 69,parallel_translation,TRUE,,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,We revolve around the great notions of Charles Darwin as living beings on 3 key main headings 1 Natural Selection 2 Fight for survival 3 Survival of the fittest Environment is rapidly changing and only the ones most adaptable to the changing environment survive and the beauty is that its not the strongest or the wealthiest but the ones most adaptable to change While some dinasaurs lose their authority small mammals make wise decisions and resist harsh environment its hard its draining but they resist and bloom in near future And nature ALWAYS sides with the beings that are most suited to changing environment and ascends them a significant advantage over the competitors උචිතයා උන්නතියට පාත්ර වීම So always trust the nature and make opportunities every moment this is a fight for survival we were born for,චාල්ස් පරිසර පරිසර පරිසර පරිසර පරිසරවල චාල්ස්ගේ විශාල නොටින් වෙනුවට අපි බලහත්කාරයෙන් දිවි ගලවා ගත් නමුත් අනාගතයේ සෑම දෙයක්ම කනගාටු වෙමු. අපි ඉපදුනේ,back_translation,TRUE,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
364,We revolve around the great notions of Charles Darwin as living beings on 3 key main headings 1 Natural Selection 2 Fight for survival 3 Survival of the fittest Environment is rapidly changing and only the ones most adaptable to the changing environment survive and the beauty is that its not the strongest or the wealthiest but the ones most adaptable to change While some dinasaurs lose their authority small mammals make wise decisions and resist harsh environment its hard its draining but they resist and bloom in near future And nature ALWAYS sides with the beings that are most suited to changing environment and ascends them a significant advantage over the competitors උචිතයා උන්නතියට පාත්ර වීම So always trust the nature and make opportunities every moment this is a fight for survival we were born for,WE REVOLVE AROUNDE THE GREAT NOTIINS OF CHARLES OF CHARLES environment survive and the beauty is that its not the strongest or the wealthiest but the ones most adaptable to change While some dinasaurs lose their authority small mammals make wise decisions and resist harsh environment its hard Its Draining But Near Future and Nature All Future and Nature Always Sides • Suited Alest Suitendage Over Suithontage Over The Competitors Significant Advantage And Make OPPORTUTUNITIES EVERY MOMENT THIS IS A FIGHT FOR SURVIVAL WE WEEE BORN FOR,parallel_translation,TRUE,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
367,Have a guy හොරෙන් අරක්කු පෙරනවා near මහගෙදර,පිරිමි ළමයෙක් අරක් අසල පියාසර කරන්න,back_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
367,Have a guy හොරෙන් අරක්කු පෙරනවා near මහගෙදර,HAVE A GUY Flews the arrack near,parallel_translation,TRUE,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
368,If you have a ගම්සභාව try to approach as a community and end things,ප්රජාවක් ලෙස ළඟා වීමට උත්සාහ කිරීමට උත්සාහ කිරීමට උත්සාහ කිරීමට ඔබට උත්සාහ කළහොත් සහ අවසානය,back_translation,TRUE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
368,If you have a ගම්සභාව try to approach as a community and end things,If You Have A TRY TO TRY TO TRY TO TRY TO APPROARCH AS A Community and End Tings,parallel_translation,TRUE,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
